IncidentID;IncidentLabel;IncidentLabelId;DuurInMinuut;Prognose;LocatieHSLIndicatie;LocatieBetuwerouteIndicatie;LocatieRandstadIndicatie;TreinRijkarakteristiekSprinterIndicatie;TreinRijkarakteristiekGoederenIndicatie;PrognoseOverdagIndicatie;PrognoseKantoortijdIndicatie;PrognosePiektijdIndicatie;ProRailBedieningGebiedSoort;ProRailCalamiteitenRegio;TreinNSRLBCICDIndicatie;MateVanVervuiling
783330;Bijna aanrijding;174;29;38;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Rotterdam Haven;NULL;NULL
784651;Bijna aanrijding;174;30;38;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
784230;Bijna aanrijding;174;32;38;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
779002;Bijna aanrijding;174;34;38;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
778598;Bijna aanrijding;174;37;38;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
791330;Bijna aanrijding;174;39;38;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Randstad Zuid;NULL;NULL
778966;Bijna aanrijding;174;41;38;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Noordoost;NULL;NULL
784904;Bijna aanrijding;174;43;38;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
785411;Bijna aanrijding;174;70;38;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
789489;Bijna aanrijding;174;74;38;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
788222;Bijna aanrijding;174;78;38;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
783401;Bijna aanrijding;174;79;38;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
789839;Bijna aanrijding;174;84;38;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;NCBG;Zuid;NULL;NULL
779763;Bijna aanrijding;174;123;38;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
778524;Bijna aanrijding;174;154;38;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Noordoost;NULL;NULL
781727;Bomvinding NGCE;192;196;183;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;NCBG;Randstad Noord;NULL;NULL
790629;Botsing rangeerdelen onderling;183;3306;160;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;NCBG;Zuid;NULL;NULL
791442;Bovenleiding defect en/of spanningloos;127;27;246;Nee;Ja;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
787036;Bovenleiding defect en/of spanningloos;127;60;246;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
782680;Bovenleiding defect en/of spanningloos;127;60;246;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Randstad Zuid;NULL;NULL
780649;Bovenleiding defect en/of spanningloos;127;81;246;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Noordoost;NULL;NULL
786996;Bovenleiding defect en/of spanningloos;127;103;246;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
786738;Bovenleiding defect en/of spanningloos;127;143;246;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
780631;Bovenleiding defect en/of spanningloos;127;164;246;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Noordoost;NULL;NULL
788133;Bovenleiding defect en/of spanningloos;127;176;246;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Zuid;NULL;NULL
786302;Bovenleiding defect en/of spanningloos;127;205;246;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
786365;Bovenleiding defect en/of spanningloos;127;211;246;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
780918;Bovenleiding defect en/of spanningloos;127;277;246;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
784095;Bovenleiding defect en/of spanningloos;127;314;246;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Zuid;NULL;NULL
789926;Bovenleiding defect en/of spanningloos;127;337;246;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Zuid;NULL;NULL
777488;Bovenleiding defect en/of spanningloos;127;345;246;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
786327;Bovenleiding defect en/of spanningloos;127;364;246;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
780369;Bovenleiding defect en/of spanningloos;127;452;128;Ja;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Zuid;NULL;NULL
784478;Bovenleiding defect en/of spanningloos;127;1901;246;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;NCBG;Randstad Zuid;NULL;NULL
787607;Brand- of rook(melding) in materieel;165;57;87;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
784939;Brand- of rook(melding) onder materieel;166;8;64;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
788545;Brand- of rook(melding) onder materieel;166;85;64;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
780798;Brand- of rook(melding) onder materieel;166;204;64;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;NCBG;Rotterdam Haven;NULL;NULL
782867;Brand- of rook(melding) Station(sgebouw);167;16;32;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
785599;Brand- of rook(melding) Station(sgebouw);167;30;32;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Randstad Noord-Noord;NULL;NULL
786416;Brand- of rook(melding) Station(sgebouw);167;57;32;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Zuid;NULL;NULL
780290;Brand- of rook(melding) Tunnel;168;63;48;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
787886;Brand- of rook(melding) Tunnel;168;108;48;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
786120;Brand- of rook(melding) Tunnel;168;117;48;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Randstad Zuid;NULL;NULL
782900;Brugstoring of defect;142;6;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
790032;Brugstoring of defect;142;7;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
789913;Brugstoring of defect;142;8;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
789335;Brugstoring of defect;142;8;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
791327;Brugstoring of defect;142;9;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Noordoost;NULL;NULL
788895;Brugstoring of defect;142;10;87;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
782052;Brugstoring of defect;142;14;87;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
777900;Brugstoring of defect;142;21;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Randstad Zuid;NULL;NULL
789249;Brugstoring of defect;142;23;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Zuid;NULL;NULL
783488;Brugstoring of defect;142;41;87;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Zuid;NULL;NULL
790199;Brugstoring of defect;142;74;87;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Zuid;NULL;NULL
781280;Brugstoring of defect;142;83;87;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Noordoost;NULL;NULL
783050;Brugstoring of defect;142;88;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
779955;Brugstoring of defect;142;104;87;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Zuid;NULL;NULL
778237;Brugstoring of defect;142;107;87;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Rotterdam Haven;NULL;NULL
785593;Brugstoring of defect;142;113;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Randstad Noord-Noord;NULL;NULL
788967;Brugstoring of defect;142;120;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Zuid;NULL;NULL
786620;Brugstoring of defect;142;124;87;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Rotterdam Haven;NULL;NULL
778499;Brugstoring of defect;142;125;87;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
783082;Brugstoring of defect;142;138;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
778688;Brugstoring of defect;142;170;87;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
782989;Brugstoring of defect;142;215;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
779427;Brugstoring of defect;142;251;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;NCBG;Zuid;NULL;NULL
779785;Brugstoring of defect;142;262;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
788989;Brugstoring of defect;142;276;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
778219;Brugstoring of defect;142;295;87;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
784956;Brugstoring of defect;142;376;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Rotterdam Haven;NULL;NULL
780571;Brugstoring of defect;142;395;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;NCBG;Zuid;NULL;NULL
778778;Brugstoring of defect;142;400;87;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Rotterdam Haven;NULL;NULL
787709;Brugstoring of defect;142;446;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;NCBG;Noordoost;NULL;NULL
787704;Brugstoring of defect;142;448;87;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
779144;Brugstoring of defect;142;464;87;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;Rotterdam Haven;NULL;NULL
787142;Brugstoring of defect;142;518;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
787305;Brugstoring of defect;142;598;87;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
781293;Brugstoring of defect;142;662;87;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
782538;Brugstoring of defect;142;665;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
788026;Brugstoring of defect;142;927;87;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;NCBG;Zuid;NULL;NULL
782993;Brugstoring of defect;142;1319;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
777939;Brugstoring of defect;142;1399;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Rotterdam Haven;NULL;NULL
778135;Brugstoring of defect;142;5268;87;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Schiphol;NULL;NULL
777933;Brugstoring of defect;142;6522;87;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Zuid;NULL;NULL
777976;Defect materieel;110;4;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
778397;Defect materieel;110;4;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
784273;Defect materieel;110;4;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
790727;Defect materieel;110;4;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Randstad Zuid;NULL;NULL
790451;Defect materieel;110;4;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
791026;Defect materieel;110;4;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Noord-Noord;NULL;NULL
790777;Defect materieel;110;5;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
789511;Defect materieel;110;5;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
788570;Defect materieel;110;5;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
787471;Defect materieel;110;5;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Schiphol;NULL;NULL
786022;Defect materieel;110;5;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Zuid;NULL;NULL
784746;Defect materieel;110;6;28;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Schiphol;NULL;NULL
781779;Defect materieel;110;6;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Noordoost;NULL;NULL
787830;Defect materieel;110;6;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
788537;Defect materieel;110;6;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
788115;Defect materieel;110;6;96;Nee;Ja;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Noordoost;NULL;NULL
789258;Defect materieel;110;6;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
791019;Defect materieel;110;6;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Zuid;NULL;NULL
791222;Defect materieel;110;6;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
791275;Defect materieel;110;7;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
790465;Defect materieel;110;7;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
790281;Defect materieel;110;7;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
788557;Defect materieel;110;7;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Schiphol;NULL;NULL
789010;Defect materieel;110;7;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
782078;Defect materieel;110;7;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
781359;Defect materieel;110;7;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Zuid;NULL;NULL
780753;Defect materieel;110;7;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
777784;Defect materieel;110;7;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
785822;Defect materieel;110;7;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
783446;Defect materieel;110;7;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
783420;Defect materieel;110;7;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Rotterdam Haven;NULL;NULL
782924;Defect materieel;110;7;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Randstad Noord-Noord;NULL;NULL
782625;Defect materieel;110;7;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
782430;Defect materieel;110;8;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
782747;Defect materieel;110;8;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
783548;Defect materieel;110;8;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
783845;Defect materieel;110;8;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
784309;Defect materieel;110;8;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
784244;Defect materieel;110;8;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
783895;Defect materieel;110;8;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
786651;Defect materieel;110;8;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
784972;Defect materieel;110;8;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
784820;Defect materieel;110;8;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Schiphol;NULL;NULL
785077;Defect materieel;110;8;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
777528;Defect materieel;110;8;28;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
777409;Defect materieel;110;8;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
778785;Defect materieel;110;8;96;Nee;Ja;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
778813;Defect materieel;110;8;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
778582;Defect materieel;110;8;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
779743;Defect materieel;110;8;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
780277;Defect materieel;110;8;28;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Schiphol;NULL;NULL
780345;Defect materieel;110;8;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Zuid;NULL;NULL
782087;Defect materieel;110;8;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
787162;Defect materieel;110;8;28;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
790690;Defect materieel;110;8;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
790569;Defect materieel;110;8;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
791643;Defect materieel;110;8;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
790374;Defect materieel;110;9;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Randstad Zuid;NULL;NULL
791035;Defect materieel;110;9;28;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Zuid;NULL;NULL
790826;Defect materieel;110;9;28;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
789446;Defect materieel;110;9;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Noordoost;NULL;NULL
780435;Defect materieel;110;9;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
777819;Defect materieel;110;9;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
785160;Defect materieel;110;9;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
784850;Defect materieel;110;9;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
785777;Defect materieel;110;9;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Noord;NULL;NULL
784268;Defect materieel;110;9;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
783698;Defect materieel;110;9;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Noordoost;NULL;NULL
783062;Defect materieel;110;9;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
783137;Defect materieel;110;10;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
782164;Defect materieel;110;10;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Zuid;NULL;NULL
786721;Defect materieel;110;10;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
785564;Defect materieel;110;10;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Randstad Noord-Noord;NULL;NULL
780940;Defect materieel;110;10;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
789160;Defect materieel;110;10;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
791047;Defect materieel;110;10;96;Nee;Ja;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
789020;Defect materieel;110;10;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
788528;Defect materieel;110;10;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
788219;Defect materieel;110;10;28;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Schiphol;NULL;NULL
789028;Defect materieel;110;11;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Schiphol;NULL;NULL
791059;Defect materieel;110;11;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
791180;Defect materieel;110;11;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
789244;Defect materieel;110;11;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
791453;Defect materieel;110;11;28;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
791460;Defect materieel;110;11;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Randstad Zuid;NULL;NULL
780526;Defect materieel;110;11;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
780021;Defect materieel;110;11;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
781783;Defect materieel;110;11;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Zuid;NULL;NULL
781771;Defect materieel;110;11;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Randstad Noord-Noord;NULL;NULL
781039;Defect materieel;110;11;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
779560;Defect materieel;110;11;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Randstad Noord;NULL;NULL
779364;Defect materieel;110;11;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
785286;Defect materieel;110;11;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Zuid;NULL;NULL
786663;Defect materieel;110;11;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
782777;Defect materieel;110;11;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Schiphol;NULL;NULL
783503;Defect materieel;110;11;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
784068;Defect materieel;110;11;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
784129;Defect materieel;110;11;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
784254;Defect materieel;110;12;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
784407;Defect materieel;110;12;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
782586;Defect materieel;110;12;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
785979;Defect materieel;110;12;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
779442;Defect materieel;110;12;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord;NULL;NULL
779456;Defect materieel;110;12;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
777867;Defect materieel;110;12;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Noordoost;NULL;NULL
